"ESNG"	"Symbol"	"cds_length"
"ENSG00000109084"	"TMEM97"	6421
"ENSG00000109089"	"CDR2L"	3531
"ENSG00000109099"	"PMP22"	26406
"ENSG00000109101"	"FOXN1"	6001
"ENSG00000109103"	"UNC119"	9957
"ENSG00000109107"	"ALDOC"	4524
"ENSG00000109111"	"SUPT6H"	13461
"ENSG00000109113"	"RAB34"	12820
"ENSG00000109118"	"PHF12"	22171
"ENSG00000109132"	"PHOX2B"	3132
"ENSG00000109133"	"TMEM33"	16249
"ENSG00000109158"	"GABRA4"	12550
"ENSG00000109163"	"GNRHR"	5255
"ENSG00000109171"	"SLAIN2"	10262
"ENSG00000109180"	"OCIAD1"	15004
"ENSG00000109181"	"UGT2B10"	3584
"ENSG00000109182"	"CWH43"	4622
"ENSG00000109184"	"DCUN1D4"	15426
"ENSG00000109189"	"USP46"	15940
"ENSG00000109193"	"SULT1E1"	2202
"ENSG00000109205"	"ODAM"	2276
"ENSG00000109208"	"SMR3A"	663
"ENSG00000109220"	"CHIC2"	2299
"ENSG00000109255"	"NMU"	2197
"ENSG00000109265"	"KIAA1211"	11064
"ENSG00000109270"	"LAMTOR3"	5836
"ENSG00000109272"	"PF4V1"	740
"ENSG00000109320"	"NFKB1"	11636
"ENSG00000109321"	"AREG"	1941
"ENSG00000109323"	"MANBA"	21358
"ENSG00000109332"	"UBE2D3"	26018
"ENSG00000109339"	"MAPK10"	219968
"ENSG00000109381"	"ELF2"	19532
"ENSG00000109390"	"NDUFC1"	5098
"ENSG00000109424"	"UCP1"	1615
"ENSG00000109436"	"TBC1D9"	6223
"ENSG00000109445"	"ZNF330"	4523
"ENSG00000109452"	"INPP4B"	17130
"ENSG00000109458"	"GAB1"	19404
"ENSG00000109466"	"KLHL2"	9667
"ENSG00000109471"	"IL2"	1465
"ENSG00000109472"	"CPE"	3549
"ENSG00000109475"	"RPL34"	5036
"ENSG00000109501"	"WFS1"	24833
"ENSG00000109511"	"ANXA10"	2405
"ENSG00000109519"	"GRPEL1"	5563
"ENSG00000109534"	"GAR1"	2516
"ENSG00000109536"	"FRG1"	2848
"ENSG00000109572"	"CLCN3"	14524
"ENSG00000109576"	"AADAT"	4528
"ENSG00000109586"	"GALNT7"	10074
"ENSG00000109606"	"DHX15"	11221
"ENSG00000109610"	"SOD3"	2252
"ENSG00000109618"	"SEPSECS"	30577
"ENSG00000109625"	"CPZ"	8214
"ENSG00000109654"	"TRIM2"	73654
"ENSG00000109667"	"SLC2A9"	8121
"ENSG00000109670"	"FBXW7"	16562
"ENSG00000109674"	"NEIL3"	3530
"ENSG00000109680"	"TBC1D19"	4925
"ENSG00000109684"	"CLNK"	9814
"ENSG00000109685"	"WHSC1"	57238
"ENSG00000109686"	"SH3D19"	20312
"ENSG00000109689"	"STIM2"	14371
"ENSG00000109705"	"NKX3-2"	2257
"ENSG00000109736"	"MFSD10"	8369
"ENSG00000109738"	"GLRB"	5123
"ENSG00000109743"	"BST1"	3859
"ENSG00000109756"	"RAPGEF2"	20908
"ENSG00000109758"	"HGFAC"	3782
"ENSG00000109762"	"SNX25"	7608
"ENSG00000109771"	"LRP2BP"	12416
"ENSG00000109775"	"UFSP2"	5546
"ENSG00000109787"	"KLF3"	7389
"ENSG00000109790"	"KLHL5"	14395
"ENSG00000109794"	"FAM149A"	14473
"ENSG00000109805"	"NCAPG"	6208
"ENSG00000109814"	"UGDH"	9451
"ENSG00000109819"	"PPARGC1A"	15231
"ENSG00000109832"	"DDX25"	13981
"ENSG00000109846"	"CRYAB"	15347
"ENSG00000109851"	"DBX1"	1238
"ENSG00000109854"	"HTATIP2"	7100
"ENSG00000109861"	"CTSC"	37652
"ENSG00000109881"	"CCDC34"	3825
"ENSG00000109906"	"ZBTB16"	29426
"ENSG00000109911"	"ELP4"	39586
"ENSG00000109917"	"ZPR1"	10439
"ENSG00000109919"	"MTCH2"	4082
"ENSG00000109920"	"FNBP4"	13506
"ENSG00000109927"	"TECTA"	12300
"ENSG00000109929"	"SC5D"	15550
"ENSG00000109943"	"CRTAM"	4428
"ENSG00000109944"	"C11orf63"	10103
"ENSG00000109956"	"B3GAT1"	17384
"ENSG00000109971"	"HSPA8"	14065
"ENSG00000109991"	"P2RX3"	4860
"ENSG00000110002"	"VWA5A"	8111
"ENSG00000110011"	"DNAJC4"	7138
"ENSG00000110013"	"SIAE"	10456
"ENSG00000110025"	"SNX15"	7257
"ENSG00000110031"	"LPXN"	3558
"ENSG00000110042"	"DTX4"	7050
"ENSG00000110046"	"ATG2A"	10427
"ENSG00000110047"	"EHD1"	15464
"ENSG00000110048"	"OSBP"	5799
"ENSG00000110057"	"UNC93B1"	6701
"ENSG00000110060"	"PUS3"	3329
"ENSG00000110063"	"DCPS"	9306
"ENSG00000110066"	"KMT5B"	17437
"ENSG00000110074"	"FOXRED1"	26518
"ENSG00000110075"	"PPP6R3"	23243
"ENSG00000110076"	"NRXN2"	20349
"ENSG00000110077"	"MS4A6A"	11105
"ENSG00000110079"	"MS4A4A"	12257
"ENSG00000110080"	"ST3GAL4"	13543
"ENSG00000110090"	"CPT1A"	7567
"ENSG00000110092"	"CCND1"	6954
"ENSG00000110104"	"CCDC86"	6107
"ENSG00000110107"	"PRPF19"	4373
"ENSG00000110108"	"TMEM109"	4701
"ENSG00000110148"	"CCKBR"	6314
"ENSG00000110169"	"HPX"	6248
"ENSG00000110171"	"TRIM3"	13948
"ENSG00000110172"	"CHORDC1"	16444
"ENSG00000110195"	"FOLR1"	2728
"ENSG00000110200"	"ANAPC15"	6863
"ENSG00000110203"	"FOLR3"	2160
"ENSG00000110218"	"PANX1"	4575
"ENSG00000110237"	"ARHGEF17"	11527
"ENSG00000110243"	"APOA5"	6046
"ENSG00000110244"	"APOA4"	1468
"ENSG00000110245"	"APOC3"	1479
"ENSG00000110274"	"CEP164"	17880
"ENSG00000110315"	"RNF141"	11200
"ENSG00000110318"	"CEP126"	14143
"ENSG00000110321"	"EIF4G2"	20573
"ENSG00000110324"	"IL10RA"	18372
"ENSG00000110328"	"GALNT18"	4012
"ENSG00000110330"	"BIRC2"	11508
"ENSG00000110344"	"UBE4A"	9815
"ENSG00000110367"	"DDX6"	18033
"ENSG00000110375"	"UPK2"	1680
"ENSG00000110395"	"CBL"	16103
"ENSG00000110400"	"NECTIN1"	8441
"ENSG00000110422"	"HIPK3"	13198
"ENSG00000110427"	"KIAA1549L"	24749
"ENSG00000110429"	"FBXO3"	21249
"ENSG00000110435"	"PDHX"	5172
"ENSG00000110436"	"SLC1A2"	62953
"ENSG00000110442"	"COMMD9"	8912
"ENSG00000110446"	"SLC15A3"	13389
"ENSG00000110448"	"CD5"	3253
"ENSG00000110455"	"ACCS"	10584
"ENSG00000110484"	"SCGB2A2"	1693
"ENSG00000110492"	"MDK"	6303
"ENSG00000110497"	"AMBRA1"	13383
"ENSG00000110514"	"MADD"	13885
"ENSG00000110536"	"PTPMT1"	5623
"ENSG00000110583"	"NAA40"	8632
"ENSG00000110619"	"CARS"	14809
"ENSG00000110628"	"SLC22A18"	7766
"ENSG00000110651"	"CD81"	12482
"ENSG00000110660"	"SLC35F2"	6360
"ENSG00000110665"	"C11orf21"	5550
"ENSG00000110675"	"ELMOD1"	7870
"ENSG00000110680"	"CALCA"	4382
"ENSG00000110693"	"SOX6"	23036
"ENSG00000110696"	"C11orf58"	13398
"ENSG00000110697"	"PITPNM1"	11032
"ENSG00000110700"	"RPS13"	4332
"ENSG00000110711"	"AIP"	6892
"ENSG00000110713"	"NUP98"	19482
"ENSG00000110717"	"NDUFS8"	8344
"ENSG00000110719"	"TCIRG1"	8136
"ENSG00000110721"	"CHKA"	6176
"ENSG00000110723"	"EXPH5"	26979
"ENSG00000110756"	"HPS5"	11113
"ENSG00000110768"	"GTF2H1"	12575
"ENSG00000110777"	"POU2AF1"	8901
"ENSG00000110786"	"PTPN5"	8644
"ENSG00000110799"	"VWF"	12322
"ENSG00000110801"	"PSMD9"	14602
"ENSG00000110811"	"P3H3"	7868
"ENSG00000110841"	"PPFIBP1"	17703
"ENSG00000110844"	"PRPF40B"	13786
"ENSG00000110848"	"CD69"	3374
"ENSG00000110851"	"PRDM4"	7053
"ENSG00000110852"	"CLEC2B"	3897
"ENSG00000110871"	"COQ5"	4366
"ENSG00000110876"	"SELPLG"	5884
"ENSG00000110880"	"CORO1C"	12773
"ENSG00000110881"	"ASIC1"	9493
"ENSG00000110887"	"DAO"	6453
"ENSG00000110888"	"CAPRIN2"	23815
"ENSG00000110900"	"TSPAN11"	12306
"ENSG00000110906"	"KCTD10"	18554
"ENSG00000110911"	"SLC11A2"	27233
"ENSG00000110917"	"MLEC"	8287
"ENSG00000110921"	"MVK"	14943
"ENSG00000110925"	"CSRNP2"	7487
"ENSG00000110931"	"CAMKK2"	23304
"ENSG00000110934"	"BIN2"	5995
"ENSG00000110944"	"IL23A"	1931
"ENSG00000110955"	"ATP5B"	5159
"ENSG00000110958"	"PTGES3"	8785
"ENSG00000110975"	"SYT10"	6076
"ENSG00000110987"	"BCL7A"	7351
"ENSG00000111011"	"RSRC2"	16610
"ENSG00000111012"	"CYP27B1"	4611
"ENSG00000111046"	"MYF6"	1326
"ENSG00000111049"	"MYF5"	1537
"ENSG00000111052"	"LIN7A"	7455
"ENSG00000111057"	"KRT18"	6424
"ENSG00000111058"	"ACSS3"	21820
"ENSG00000111077"	"TNS2"	17425
"ENSG00000111087"	"GLI1"	9416
"ENSG00000111110"	"PPM1H"	7829
"ENSG00000111142"	"METAP2"	8786
"ENSG00000111144"	"LTA4H"	11320
"ENSG00000111145"	"ELK3"	7291
"ENSG00000111181"	"SLC6A12"	11700
"ENSG00000111186"	"WNT5B"	7879
"ENSG00000111196"	"MAGOHB"	7668
"ENSG00000111199"	"TRPV4"	7148
"ENSG00000111203"	"ITFG2"	12533
"ENSG00000111206"	"FOXM1"	11025
"ENSG00000111215"	"PRR4"	3613
"ENSG00000111218"	"PRMT8"	8496
"ENSG00000111224"	"PARP11"	8076
"ENSG00000111229"	"ARPC3"	4510
"ENSG00000111231"	"GPN3"	5956
"ENSG00000111237"	"VPS29"	7746
"ENSG00000111241"	"FGF6"	1739
"ENSG00000111245"	"MYL2"	2379
"ENSG00000111247"	"RAD51AP1"	6905
"ENSG00000111249"	"CUX2"	7504
"ENSG00000111252"	"SH2B3"	7453
"ENSG00000111254"	"AKAP3"	5830
"ENSG00000111261"	"MANSC1"	9595
"ENSG00000111262"	"KCNA1"	11678
"ENSG00000111266"	"DUSP16"	10668
"ENSG00000111269"	"CREBL2"	4232
"ENSG00000111271"	"ACAD10"	17191
"ENSG00000111275"	"ALDH2"	11067
"ENSG00000111276"	"CDKN1B"	15701
"ENSG00000111291"	"GPRC5D"	1488
"ENSG00000111300"	"NAA25"	13152
"ENSG00000111305"	"GSG1"	8098
"ENSG00000111319"	"SCNN1A"	15367
"ENSG00000111321"	"LTBR"	11680
"ENSG00000111325"	"OGFOD2"	18026
"ENSG00000111328"	"CDK2AP1"	11866
"ENSG00000111331"	"OAS3"	63430
"ENSG00000111335"	"OAS2"	35810
"ENSG00000111339"	"ART4"	6221
"ENSG00000111341"	"MGP"	3808
"ENSG00000111344"	"RASAL1"	9989
"ENSG00000111348"	"ARHGDIB"	4333
"ENSG00000111358"	"GTF2H3"	8567
"ENSG00000111361"	"EIF2B1"	4704
"ENSG00000111364"	"DDX55"	9947
"ENSG00000111371"	"SLC38A1"	14520
"ENSG00000111404"	"RERGL"	2135
"ENSG00000111405"	"ENDOU"	3697
"ENSG00000111412"	"C12orf49"	10935
"ENSG00000111424"	"VDR"	9250
"ENSG00000111432"	"FZD10"	6557
"ENSG00000111445"	"RFC5"	5597
"ENSG00000111450"	"STX2"	4139
"ENSG00000111452"	"ADGRD1"	19599
"ENSG00000111481"	"COPZ1"	7942
"ENSG00000111490"	"TBC1D30"	20282
"ENSG00000111530"	"CAND1"	18389
"ENSG00000111536"	"IL26"	1061
"ENSG00000111537"	"IFNG"	1207
"ENSG00000111540"	"RAB5B"	11566
"ENSG00000111554"	"MDM1"	13478
"ENSG00000111581"	"NUP107"	10774
"ENSG00000111596"	"CNOT2"	21356
"ENSG00000111602"	"TIMELESS"	8742
"ENSG00000111605"	"CPSF6"	14892
"ENSG00000111615"	"KRR1"	11883
"ENSG00000111639"	"MRPL51"	3296
"ENSG00000111640"	"GAPDH"	6290
"ENSG00000111641"	"NOP2"	12954
"ENSG00000111642"	"CHD4"	33949
"ENSG00000111644"	"ACRBP"	5446
"ENSG00000111647"	"UHRF1BP1L"	8311
"ENSG00000111652"	"COPS7A"	13959
"ENSG00000111653"	"ING4"	8064
"ENSG00000111664"	"GNB3"	6420
"ENSG00000111665"	"CDCA3"	12494
"ENSG00000111666"	"CHPT1"	9650
"ENSG00000111667"	"USP5"	5914
"ENSG00000111669"	"TPI1"	6113
"ENSG00000111670"	"GNPTAB"	12507
"ENSG00000111671"	"SPSB2"	4389
"ENSG00000111674"	"ENO2"	9817
"ENSG00000111676"	"ATN1"	6372
"ENSG00000111678"	"C12orf57"	4325
"ENSG00000111679"	"PTPN6"	10157
"ENSG00000111684"	"LPCAT3"	9113
"ENSG00000111696"	"NT5DC3"	10391
"ENSG00000111700"	"SLCO1B3"	4090
"ENSG00000111701"	"APOBEC1"	935
"ENSG00000111704"	"NANOG"	6734
"ENSG00000111707"	"SUDS3"	6053
"ENSG00000111711"	"GOLT1B"	7801
"ENSG00000111713"	"GYS2"	3198
"ENSG00000111716"	"LDHB"	4337
"ENSG00000111725"	"PRKAB1"	11044
"ENSG00000111726"	"CMAS"	3569
"ENSG00000111727"	"HCFC2"	8451
"ENSG00000111728"	"ST8SIA1"	21084
"ENSG00000111729"	"CLEC4A"	2203
"ENSG00000111731"	"C2CD5"	10215
"ENSG00000111732"	"AICDA"	4616
"ENSG00000111737"	"RAB35"	6379
"ENSG00000111752"	"PHC1"	12701
"ENSG00000111775"	"COX6A1"	1870
"ENSG00000111780"	"AL021546.6"	547
"ENSG00000111783"	"RFX4"	8685
"ENSG00000111785"	"RIC8B"	15497
"ENSG00000111786"	"SRSF9"	6269
"ENSG00000111788"	"RP11-22B23.1"	3129
"ENSG00000111790"	"FGFR1OP2"	9702
"ENSG00000111796"	"KLRB1"	1472
"ENSG00000111799"	"COL12A1"	24227
"ENSG00000111801"	"BTN3A3"	14365
"ENSG00000111802"	"TDP2"	4189
"ENSG00000111816"	"FRK"	13355
"ENSG00000111817"	"DSE"	46897
"ENSG00000111832"	"RWDD1"	7379
"ENSG00000111834"	"RSPH4A"	3753
"ENSG00000111837"	"MAK"	9139
"ENSG00000111843"	"TMEM14C"	3038
"ENSG00000111845"	"PAK1IP1"	1513
"ENSG00000111846"	"GCNT2"	19555
"ENSG00000111850"	"SMIM8"	14599
"ENSG00000111859"	"NEDD9"	19231
"ENSG00000111860"	"CEP85L"	17405
"ENSG00000111863"	"ADTRP"	6594
"ENSG00000111875"	"ASF1A"	3001
"ENSG00000111877"	"MCM9"	19173
"ENSG00000111879"	"FAM184A"	10993
"ENSG00000111880"	"RNGTT"	5779
"ENSG00000111885"	"MAN1A1"	5005
"ENSG00000111886"	"GABRR2"	5960
"ENSG00000111897"	"SERINC1"	3115
"ENSG00000111906"	"HDDC2"	8243
"ENSG00000111907"	"TPD52L1"	13556
"ENSG00000111911"	"HINT3"	3320
"ENSG00000111912"	"NCOA7"	12168
"ENSG00000111913"	"FAM65B"	20472
"ENSG00000111961"	"SASH1"	11915
"ENSG00000111962"	"UST"	5312
"ENSG00000111981"	"ULBP1"	3206
"ENSG00000112029"	"FBXO5"	5887
"ENSG00000112031"	"MTRF1L"	5625
"ENSG00000112033"	"PPARD"	7311
"ENSG00000112038"	"OPRM1"	30083
"ENSG00000112039"	"FANCE"	3852
"ENSG00000112041"	"TULP1"	4634
"ENSG00000112053"	"SLC26A8"	10859
"ENSG00000112062"	"MAPK14"	9143
"ENSG00000112077"	"RHAG"	3090
"ENSG00000112078"	"KCTD20"	17740
"ENSG00000112079"	"STK38"	3571
"ENSG00000112081"	"SRSF3"	12148
"ENSG00000112096"	"SOD2"	25783
"ENSG00000112110"	"MRPL18"	2367
"ENSG00000112115"	"IL17A"	1868
"ENSG00000112116"	"IL17F"	1247
"ENSG00000112118"	"MCM3"	5240
"ENSG00000112130"	"RNF8"	11049
"ENSG00000112137"	"PHACTR1"	33911
"ENSG00000112139"	"MDGA1"	21268
"ENSG00000112144"	"ICK"	14979
"ENSG00000112146"	"FBXO9"	11122
"ENSG00000112149"	"CD83"	4176
"ENSG00000112159"	"MDN1"	21530
"ENSG00000112164"	"GLP1R"	6669
"ENSG00000112167"	"SAYSD1"	4819
"ENSG00000112175"	"BMP5"	3963
"ENSG00000112182"	"BACH2"	18596
"ENSG00000112183"	"RBM24"	10878
"ENSG00000112186"	"CAP2"	4853
"ENSG00000112195"	"TREML2"	3780
"ENSG00000112200"	"ZNF451"	22552
"ENSG00000112208"	"BAG2"	6648
"ENSG00000112210"	"RAB23"	6728
"ENSG00000112212"	"TSPO2"	1926
"ENSG00000112214"	"FHL5"	6467
"ENSG00000112218"	"GPR63"	5965
"ENSG00000112232"	"KHDRBS2"	2393
"ENSG00000112234"	"FBXL4"	8964
"ENSG00000112237"	"CCNC"	10208
"ENSG00000112238"	"PRDM13"	6102
"ENSG00000112242"	"E2F3"	5383
"ENSG00000112245"	"PTP4A1"	14886
"ENSG00000112246"	"SIM1"	13188
"ENSG00000112249"	"ASCC3"	14730
"ENSG00000112273"	"HDGFL1"	2100
"ENSG00000112276"	"BVES"	6763
"ENSG00000112280"	"COL9A1"	18645
"ENSG00000112282"	"MED23"	11502
"ENSG00000112290"	"WASF1"	4194
"ENSG00000112293"	"GPLD1"	8408
"ENSG00000112294"	"ALDH5A1"	18180
"ENSG00000112297"	"AIM1"	11229
"ENSG00000112299"	"VNN1"	3846
"ENSG00000112303"	"VNN2"	6672
"ENSG00000112304"	"ACOT13"	8787
"ENSG00000112305"	"SMAP1"	7281
"ENSG00000112306"	"RPS12"	749
"ENSG00000112308"	"C6orf62"	2751
"ENSG00000112309"	"B3GAT2"	11493
"ENSG00000112312"	"GMNN"	4071
"ENSG00000112319"	"EYA4"	29273
"ENSG00000112320"	"SOBP"	9067
"ENSG00000112333"	"NR2E1"	5429
"ENSG00000112335"	"SNX3"	3715
"ENSG00000112337"	"SLC17A2"	3127
"ENSG00000112339"	"HBS1L"	16250
"ENSG00000112343"	"TRIM38"	9410
"ENSG00000112357"	"PEX7"	5343
"ENSG00000112365"	"ZBTB24"	5494
"ENSG00000112367"	"FIG4"	59215
"ENSG00000112378"	"PERP"	4195
"ENSG00000112379"	"ARFGEF3"	14825
"ENSG00000112394"	"SLC16A10"	11681
"ENSG00000112406"	"HECA"	5642
"ENSG00000112414"	"ADGRG6"	18732
"ENSG00000112419"	"PHACTR2"	16798
"ENSG00000112425"	"EPM2A"	39657
"ENSG00000112462"	"OR12D3"	1868
"ENSG00000112473"	"SLC39A7"	4627
"ENSG00000112486"	"CCR6"	7831
"ENSG00000112494"	"UNC93A"	4595
"ENSG00000112499"	"SLC22A2"	7883
"ENSG00000112511"	"PHF1"	8593
"ENSG00000112514"	"CUTA"	6789
"ENSG00000112530"	"PACRG"	5846
"ENSG00000112531"	"QKI"	35687
"ENSG00000112539"	"C6orf118"	2357
"ENSG00000112541"	"PDE10A"	83214
"ENSG00000112559"	"MDFI"	5418
"ENSG00000112561"	"TFEB"	13667
"ENSG00000112562"	"SMOC2"	6340
"ENSG00000112576"	"CCND3"	14971
"ENSG00000112578"	"BYSL"	4238
"ENSG00000112584"	"FAM120B"	8159
"ENSG00000112592"	"TBP"	6191
"ENSG00000112599"	"GUCA1B"	2266
"ENSG00000112619"	"PRPH2"	2998
"ENSG00000112624"	"GLTSCR1L"	14497
"ENSG00000112640"	"PPP2R5D"	8979
"ENSG00000112651"	"MRPL2"	4910
"ENSG00000112655"	"PTK7"	18949
"ENSG00000112658"	"SRF"	4224
"ENSG00000112659"	"CUL9"	18257
"ENSG00000112667"	"DNPH1"	2421
"ENSG00000112679"	"DUSP22"	13399
"ENSG00000112685"	"EXOC2"	5140
"ENSG00000112695"	"COX7A2"	3714
"ENSG00000112697"	"TMEM30A"	26326
"ENSG00000112699"	"GMDS"	5237
"ENSG00000112701"	"SENP6"	15778
"ENSG00000112706"	"IMPG1"	5509
"ENSG00000112715"	"VEGFA"	25781
"ENSG00000112739"	"PRPF4B"	17451
"ENSG00000112742"	"TTK"	6391
"ENSG00000112759"	"SLC29A1"	11873
"ENSG00000112761"	"WISP3"	3685
"ENSG00000112763"	"BTN2A1"	8755
"ENSG00000112769"	"LAMA4"	20336
"ENSG00000112773"	"FAM46A"	7013
"ENSG00000112782"	"CLIC5"	14329
"ENSG00000112787"	"FBRSL1"	11322
"ENSG00000112796"	"ENPP5"	6064
"ENSG00000112799"	"LY86"	1779
"ENSG00000112812"	"PRSS16"	14920
"ENSG00000112818"	"MEP1A"	3997
"ENSG00000112837"	"TBX18"	9128
"ENSG00000112851"	"ERBIN"	19256
"ENSG00000112852"	"PCDHB2"	7557
"ENSG00000112855"	"HARS2"	15044
"ENSG00000112874"	"NUDT12"	5542
"ENSG00000112877"	"CEP72"	4246
"ENSG00000112893"	"MAN2A1"	12441
"ENSG00000112902"	"SEMA5A"	14830
"ENSG00000112936"	"C7"	7892
"ENSG00000112941"	"PAPD7"	8896
"ENSG00000112964"	"GHR"	9002
"ENSG00000112972"	"HMGCS1"	10555
"ENSG00000112977"	"DAP"	5350
"ENSG00000112981"	"NME5"	3559
"ENSG00000112983"	"BRD8"	11676
"ENSG00000112984"	"KIF20A"	5584
"ENSG00000112992"	"NNT"	32168
"ENSG00000112996"	"MRPS30"	6832
"ENSG00000113013"	"HSPA9"	20469
"ENSG00000113048"	"MRPS27"	12681
"ENSG00000113068"	"PFDN1"	5924
"ENSG00000113070"	"HBEGF"	4143
"ENSG00000113073"	"SLC4A9"	5728
"ENSG00000113083"	"LOX"	11632
"ENSG00000113088"	"GZMK"	1802
"ENSG00000113100"	"CDH9"	5757
"ENSG00000113108"	"APBB3"	11807
"ENSG00000113119"	"TMCO6"	7930
"ENSG00000113140"	"SPARC"	7047
"ENSG00000113141"	"IK"	5505
"ENSG00000113161"	"HMGCR"	19052
"ENSG00000113163"	"COL4A3BP"	39480
"ENSG00000113194"	"FAF2"	6888
"ENSG00000113196"	"HAND1"	1699
"ENSG00000113205"	"PCDHB3"	3514
"ENSG00000113209"	"PCDHB5"	4276
"ENSG00000113211"	"PCDHB6"	5836
"ENSG00000113212"	"PCDHB7"	3739
"ENSG00000113231"	"PDE8B"	9708
"ENSG00000113240"	"CLK4"	17146
"ENSG00000113248"	"PCDHB15"	4540
"ENSG00000113249"	"HAVCR1"	3823
"ENSG00000113262"	"GRM6"	13597
"ENSG00000113263"	"ITK"	13056
"ENSG00000113269"	"RNF130"	15085
"ENSG00000113272"	"THG1L"	3783
"ENSG00000113273"	"ARSB"	11484
"ENSG00000113282"	"CLINT1"	15324
"ENSG00000113296"	"THBS4"	5435
"ENSG00000113300"	"CNOT6"	16893
"ENSG00000113302"	"IL12B"	2356
"ENSG00000113303"	"BTNL8"	8517
"ENSG00000113312"	"TTC1"	17098
"ENSG00000113318"	"MSH3"	8704
"ENSG00000113319"	"RASGRF2"	13352
"ENSG00000113327"	"GABRG2"	77403
"ENSG00000113328"	"CCNG1"	9163
"ENSG00000113356"	"POLR3G"	9272
"ENSG00000113360"	"DROSHA"	13558
"ENSG00000113361"	"CDH6"	13930
"ENSG00000113368"	"LMNB1"	7839
"ENSG00000113369"	"ARRDC3"	6825
"ENSG00000113384"	"GOLPH3"	4047
"ENSG00000113387"	"SUB1"	13069
"ENSG00000113389"	"NPR3"	17763
"ENSG00000113391"	"FAM172A"	7640
"ENSG00000113396"	"SLC27A6"	5672
"ENSG00000113407"	"TARS"	8814
"ENSG00000113430"	"IRX4"	7979
"ENSG00000113441"	"LNPEP"	16142
"ENSG00000113448"	"PDE4D"	31661
"ENSG00000113456"	"RAD1"	9674
"ENSG00000113460"	"BRIX1"	7030
"ENSG00000113492"	"AGXT2"	6394
"ENSG00000113494"	"PRLR"	28764
"ENSG00000113504"	"SLC12A7"	7029
"ENSG00000113520"	"IL4"	1638
"ENSG00000113522"	"RAD50"	18640
"ENSG00000113525"	"IL5"	1878
"ENSG00000113532"	"ST8SIA4"	9185
"ENSG00000113552"	"GNPDA1"	9140
"ENSG00000113555"	"PCDH12"	6736
"ENSG00000113558"	"SKP1"	16901
"ENSG00000113569"	"NUP155"	11353
"ENSG00000113575"	"PPP2CA"	6420
"ENSG00000113578"	"FGF1"	13249
"ENSG00000113580"	"NR3C1"	24893
"ENSG00000113583"	"C5orf15"	3123
"ENSG00000113593"	"PPWD1"	7807
"ENSG00000113594"	"LIFR"	20679
"ENSG00000113595"	"TRIM23"	6190
"ENSG00000113597"	"TRAPPC13"	12999
"ENSG00000113600"	"C9"	3436
"ENSG00000113615"	"SEC24A"	7688
"ENSG00000113621"	"TXNDC15"	10875
"ENSG00000113638"	"TTC33"	12695
"ENSG00000113643"	"RARS"	5116
"ENSG00000113645"	"WWC1"	15848
"ENSG00000113648"	"H2AFY"	27628
"ENSG00000113649"	"TCERG1"	14436
"ENSG00000113657"	"DPYSL3"	11868
"ENSG00000113658"	"SMAD5"	17806
"ENSG00000113712"	"CSNK1A1"	23197
"ENSG00000113716"	"HMGXB3"	10778
"ENSG00000113719"	"ERGIC1"	34448
"ENSG00000113721"	"PDGFRB"	10522
"ENSG00000113722"	"CDX1"	1772
"ENSG00000113732"	"ATP6V0E1"	3176
"ENSG00000113734"	"BNIP1"	4343
"ENSG00000113739"	"STC2"	5981
"ENSG00000113742"	"CPEB4"	21314
"ENSG00000113749"	"HRH2"	9841
"ENSG00000113758"	"DBN1"	10325
"ENSG00000113761"	"ZNF346"	13503
"ENSG00000113763"	"UNC5A"	4696
"ENSG00000113790"	"EHHADH"	6673
"ENSG00000113805"	"CNTN3"	5635
"ENSG00000113810"	"SMC4"	16424
"ENSG00000113811"	"SELK"	2834
"ENSG00000113812"	"ACTR8"	5993
"ENSG00000113838"	"TBCCD1"	5959
"ENSG00000113845"	"TIMMDC1"	5954
"ENSG00000113851"	"CRBN"	14873
"ENSG00000113889"	"KNG1"	6300
"ENSG00000113905"	"HRG"	6620
"ENSG00000113916"	"BCL6"	11271
"ENSG00000113924"	"HGD"	4086
"ENSG00000113946"	"CLDN16"	3871
"ENSG00000113966"	"ARL6"	7095
"ENSG00000113971"	"NPHP3"	17608
"ENSG00000114013"	"CD86"	8298
"ENSG00000114019"	"AMOTL2"	14858
"ENSG00000114021"	"NIT2"	10626
"ENSG00000114023"	"FAM162A"	24485
"ENSG00000114026"	"OGG1"	16562
"ENSG00000114030"	"KPNA1"	12660
"ENSG00000114054"	"PCCB"	14190
"ENSG00000114062"	"UBE3A"	39589
"ENSG00000114098"	"ARMC8"	23089
"ENSG00000114107"	"CEP70"	6115
"ENSG00000114113"	"RBP2"	1051
"ENSG00000114115"	"RBP1"	5742
"ENSG00000114120"	"SLC25A36"	23455
"ENSG00000114124"	"GRK7"	9027
"ENSG00000114125"	"RNF7"	6800
"ENSG00000114126"	"TFDP2"	26128
"ENSG00000114127"	"XRN1"	22520
"ENSG00000114166"	"KAT2B"	5869
"ENSG00000114200"	"BCHE"	4308
"ENSG00000114204"	"SERPINI2"	4313
"ENSG00000114209"	"PDCD10"	7099
"ENSG00000114248"	"LRRC31"	5267
"ENSG00000114251"	"WNT5A"	9355
"ENSG00000114268"	"PFKFB4"	7660
"ENSG00000114270"	"COL7A1"	13436
"ENSG00000114279"	"FGF12"	20849
"ENSG00000114302"	"PRKAR2A"	11568
"ENSG00000114315"	"HES1"	2238
